time_steps,avg_cost,max_avg_cost,min_avg_cost,qval_rmse
133800000.0,33.763000000000005,61.16,13.43,0.4746776064954574
133900000.0,36.2566,55.83,15.25,0.4990517818444099
134000000.0,32.6883,57.24,7.9,0.5066592175726177
134100000.0,32.888400000000004,57.56,13.71,0.3587752827233305
134200000.0,32.9719,56.03,9.51,0.3874515198111919
134300000.0,30.6197,57.51,1.38,0.420833745104298
134400000.0,28.2086,49.83,9.22,0.4066162576251164
134500000.0,30.3471,52.84,8.37,0.4787937349751022
134600000.0,29.3922,55.98,6.51,0.4312358792883929
134700000.0,28.3538,61.3,6.43,0.4121141286457189
134800000.0,29.1434,58.23,2.13,0.4181291864353386
134900000.0,29.0293,60.47,7.69,0.5417877358481611
135000000.0,27.4697,55.1,4.12,0.5083975794561932
135100000.0,29.7968,56.44,5.39,0.4069146497192952
135200000.0,29.5637,56.71,4.18,0.3931590928732639
135300000.0,31.0679,56.09,3.2,0.5631355725223867
135400000.0,30.6439,54.89,3.3,0.5633890270859623
135500000.0,31.1087,57.66,8.42,0.4474581932449358
135600000.0,31.9051,54.76,3.8,0.5364797417863749
135700000.0,31.1264,56.9,7.44,0.49572494689116997
135800000.0,32.4319,56.28,6.03,0.4943079944840117
135900000.0,30.0349,56.27,2.44,0.5532856866906172
136000000.0,33.1289,56.77,5.23,0.554777956409862
136100000.0,32.5168,55.43,6.52,0.5472508016418711
136200000.0,31.4606,58.77,6.72,0.4741706832036316
136300000.0,31.9582,56.91,9.47,0.5013795816609397
136400000.0,35.3788,58.08,2.58,0.6009961987769474
136500000.0,34.5807,58.64,2.7,0.4782716497709813
136600000.0,34.9466,58.76,11.73,0.5268040117613282
136700000.0,33.9394,58.42,8.63,0.5137361636152192
136800000.0,34.7529,58.49,2.77,0.35931139623494784
136900000.0,35.2857,59.19,12.48,0.4157752558814926
137000000.0,34.8977,55.95,9.03,0.38254145172383824
137100000.0,35.0952,59.69,7.16,0.3603441200965631
137200000.0,33.848800000000004,57.22,11.54,0.4808892976573623
137300000.0,30.7997,56.53,8.84,0.40753787988496254
137400000.0,30.9168,59.15,7.63,0.41153229959472426
137500000.0,32.63,56.19,4.98,0.3714226992217124
137600000.0,30.5345,55.22,3.48,0.3908683124168954
137700000.0,32.2608,57.58,5.83,0.4827616414270688
137800000.0,32.805,56.85,8.32,0.4817292313713034
137900000.0,28.6664,54.26,8.78,0.4090967448848655
138000000.0,29.8468,55.63,7.0,0.3989715584181357
138100000.0,28.7288,54.42,4.05,0.469910752583498
138200000.0,28.4299,56.54,4.61,0.550770363350138
138300000.0,31.26550000000001,57.39,3.25,0.5043899283401527
138400000.0,28.9061,59.15,3.22,0.472405168325351
138500000.0,30.1724,53.55,9.81,0.3789636082045108
138600000.0,32.7117,59.62,6.54,0.5057993210045552
138700000.0,29.9977,56.53,3.46,0.571115888754404
138800000.0,30.9814,56.48,12.01,0.5537828452624061
138900000.0,29.6815,58.23,10.59,0.4305042536537401
139000000.0,31.7179,57.49,12.6,0.3537997613328321
139100000.0,31.2362,54.7,4.14,0.4030562793630839
139200000.0,33.7133,58.21,11.29,0.4352630229589481
139300000.0,31.5827,56.72,11.72,0.6721184664977365
139400000.0,31.7783,57.43,13.72,0.4335962679719452
139500000.0,31.5371,57.94,3.46,0.4739950408929112
139600000.0,31.3405,57.07,2.0,0.41608210624083536
139700000.0,29.8316,56.88,3.87,0.5178539957204907
139800000.0,29.9779,56.06,1.83,0.3849798644499279
139900000.0,29.8635,53.62,5.73,0.4917569300976016
140000000.0,28.4377,52.43,6.86,0.4556011516905876
140100000.0,28.6415,56.24,10.26,0.5215959473886818
140200000.0,30.5644,56.24,9.62,0.3966828493778008
140300000.0,30.1881,56.32,8.11,0.5055031014097133
140400000.0,30.510900000000003,52.66,12.12,0.4729493445552171
140500000.0,33.020700000000005,55.99,10.75,0.6029009947249869
140600000.0,32.2988,55.37,17.16,0.30944212387243425
140700000.0,31.4201,55.45,6.67,0.4521732588171844
140800000.0,30.436,55.47,6.95,0.54109292245312
140900000.0,29.3238,55.45,9.4,0.5307433187391514
141000000.0,33.893,55.93,7.99,0.47440318855771707
141100000.0,30.5127,65.53,10.69,0.5389000074840732
141200000.0,32.9715,59.03,15.81,0.4860198105511712
141300000.0,31.9228,60.88,6.9,0.5148894981224058
141400000.0,28.5092,56.39,7.03,0.3753220700181124
141500000.0,30.224,55.3,11.13,0.3837980213145811
141600000.0,30.368,54.67,11.02,0.4416170415785103
141700000.0,29.2943,56.43,9.29,0.3596294041239802
141800000.0,29.1728,61.78,1.91,0.4803594825938576
141900000.0,30.0346,56.04,7.42,0.4409494894848688
142000000.0,28.9822,53.71,10.47,0.5098357185742746
142100000.0,29.3777,57.96,8.51,0.3873843750514554
142200000.0,29.2276,65.62,10.07,0.5408684880644212
142300000.0,29.0269,56.83,5.6,0.5329560403299624
142400000.0,30.2128,55.53,5.02,0.3792060862683265
142500000.0,28.5539,52.75,7.37,0.3523651832180558
142600000.0,30.0662,54.63,12.89,0.38527859747369214
142700000.0,29.0241,53.66,6.92,0.44057543984800535
142800000.0,28.7867,57.04,6.95,0.3944171672729433
142900000.0,29.2147,56.43,7.02,0.5089338982890236
143000000.0,29.642,60.79,6.24,0.5293678772599548
143100000.0,28.412,55.61,5.86,0.3850289610098173
143200000.0,29.4912,56.11,9.27,0.4923004308871812
143300000.0,29.5587,58.89,2.68,0.4910913211172716
143400000.0,28.96530000000001,61.11,8.67,0.5429066668692578
143500000.0,28.9213,60.12,5.51,0.3820272039052519
143600000.0,30.4431,59.88,5.66,0.5200745401997988
143700000.0,31.1794,56.72,10.43,0.4161020565529165
143800000.0,31.66,59.71,6.72,0.4737064496572372
143900000.0,30.1903,58.23,7.14,0.39966436523347626
144000000.0,32.4241,59.65,9.63,0.3750103552583219
144100000.0,31.6618,59.66,3.54,0.552635450958934
144200000.0,29.6989,55.12,6.45,0.4729465513638624
144300000.0,28.4274,55.8,3.05,0.5698920744117406
144400000.0,28.9357,55.87,11.02,0.31019848260936905
144500000.0,29.7475,54.78,9.6,0.42124455343651335
144600000.0,32.278600000000004,59.59,5.11,0.3528366982295512
144700000.0,28.8857,56.43,4.84,0.5120444648100541
144800000.0,28.9984,53.6,9.92,0.6346260246775108
144900000.0,27.2287,51.61,4.13,0.4110130223320064
145000000.0,28.224,54.5,5.1,0.5235465712450771
145100000.0,29.6894,61.57,4.75,0.5016639175374292
145200000.0,30.1365,60.65,5.49,0.44582156057546735
145300000.0,26.4279,54.14,7.02,0.5483099502418546
145400000.0,31.5409,56.57,4.73,0.4313973392217702
145500000.0,26.3224,55.07,5.97,0.475621846317163
145600000.0,25.8249,55.38,5.33,0.4592551788090232
145700000.0,25.2432,53.9,4.33,0.4651217553659262
145800000.0,25.0598,50.43,7.51,0.34038154637495416
145900000.0,26.6056,58.09,5.12,0.3835262443947088
146000000.0,29.6583,63.06,4.52,0.4040166659274633
146100000.0,27.9195,54.68,10.58,0.4664735634500163
146200000.0,29.4094,61.27,11.73,0.31659211707415125
146300000.0,29.7598,54.07,5.95,0.42116580687702776
146400000.0,31.0749,54.22,3.62,0.3360337580248417
146500000.0,29.6937,64.24,6.46,0.3883141335792327
146600000.0,30.6896,55.95,5.61,0.5013602561930981
146700000.0,32.5023,58.28,6.17,0.5824702542723652
146800000.0,31.5893,58.65,11.67,0.4984517710503454
146900000.0,35.0435,62.01,4.2,0.5401369020332819
147000000.0,35.217,73.51,5.15,0.5144408275345579
147100000.0,32.5427,57.77,9.37,0.4845424407523266
147200000.0,30.6677,57.77,5.68,0.5205609969189071
147300000.0,31.9413,57.99,11.8,0.3319939751681262
147400000.0,28.866,57.58,3.48,0.44552999471005456
147500000.0,31.482,57.83,9.91,0.4965767920327301
147600000.0,27.5615,58.5,3.62,0.3484848468693297
147700000.0,29.8437,57.22,7.0,0.3846976155560145
147800000.0,27.3636,54.35,5.65,0.5954533477027306
147900000.0,28.39,58.54,2.22,0.3931848567402684
148000000.0,28.374,56.4,6.92,0.3991441142283464
148100000.0,31.3543,57.62,4.04,0.5444990490420604
148200000.0,31.9602,59.45,3.52,0.5034910986834011
148300000.0,29.7038,54.9,4.39,0.5162020020883751
148400000.0,32.822199999999995,56.0,8.19,0.3273868009519493
148500000.0,33.0741,56.62,6.75,0.4443589962802079
148600000.0,28.7857,58.48,6.34,0.3374806655453501
148700000.0,29.2,57.81,4.7,0.39951515023598577
148800000.0,31.7373,55.07,7.97,0.4355902720234864
148900000.0,30.6227,52.27,6.82,0.4125044765803871
149000000.0,29.6391,58.11,4.97,0.541726468595985
149100000.0,28.4274,58.45,7.13,0.4874295720766931
149200000.0,28.8018,57.11,2.83,0.4121344188360499
149300000.0,31.5753,59.57,4.58,0.5037306023378338
149400000.0,32.6691,56.81,6.32,0.43922119132415416
149500000.0,31.7324,57.69,4.68,0.541343222150222
149600000.0,32.3686,57.79,7.17,0.4020232707530788
149700000.0,32.7237,59.15,5.8,0.3604248175972287
149800000.0,32.8815,55.59,9.85,0.5653444161308127
149900000.0,31.5082,56.67,11.61,0.34586337145527085
150000000.0,30.3152,58.53,9.18,0.5177210241372332
150100000.0,31.46380000000001,64.36,5.42,0.4076714258831105
150200000.0,31.5807,58.42,9.0,0.3707565321884238
150300000.0,28.5245,56.8,2.82,0.3717138588346972
150400000.0,29.8412,58.82,5.22,0.35910095652075474
150500000.0,29.9553,58.39,3.24,0.3760697202392541
150600000.0,29.6999,55.57,7.4,0.4666351806595109
150700000.0,30.3376,58.66,8.3,0.4651180347263265
150800000.0,31.3461,55.64,8.75,0.3678232962735798
150900000.0,32.304,56.19,7.06,0.5131086900696781
151000000.0,33.5306,57.29,14.32,0.430122775346897
151100000.0,30.6503,56.02,10.46,0.35724475849676296
151200000.0,32.1598,57.27,8.44,0.3450727557571962
151300000.0,33.3095,56.67,5.32,0.3495766951967207
151400000.0,31.87,58.31,6.89,0.3862562062595067
151500000.0,32.3755,57.1,13.25,0.5208387209564791
151600000.0,27.7429,52.39,6.28,0.32370167988475296
151700000.0,30.7512,57.53,4.11,0.4578386061041915
151800000.0,30.282,53.99,2.99,0.30792179070455755
151900000.0,29.2912,55.79,4.12,0.3747905579596164
152000000.0,31.8029,55.65,8.82,0.3416425247884612
152100000.0,28.9373,57.09,3.46,0.4168430359369784
152200000.0,29.5082,55.31,2.34,0.3755685552036437
152300000.0,28.1892,55.51,5.63,0.37228715545523305
152400000.0,27.6751,52.05,3.44,0.3953236414865881
152500000.0,29.1466,72.07,4.35,0.3179543421806384
152600000.0,30.5048,62.65,8.08,0.4838013797555272
152700000.0,29.855100000000004,56.83,3.59,0.33436996421164444
152800000.0,28.4252,55.03,9.51,0.3367556581475369
152900000.0,27.4193,56.42,5.43,0.5077658609312157
153000000.0,28.3813,56.55,11.47,0.374396778949849
153100000.0,28.2136,55.66,4.08,0.4361086089967992
153200000.0,31.2556,58.26,2.91,0.3996937177353552
153300000.0,27.4958,53.74,2.95,0.5087677183717594
153400000.0,28.0798,57.74,3.83,0.31147682343701266
153500000.0,29.9095,53.09,7.13,0.3391276390731869
153600000.0,30.1589,57.41,2.61,0.3173685301144163
153700000.0,31.3729,58.26,3.09,0.4188560535210479
153800000.0,28.8207,55.32,1.79,0.3712473692023556
153900000.0,30.9555,57.54,6.49,0.5311539336404575
154000000.0,29.5565,52.51,3.27,0.3664787704472764
154100000.0,31.42570000000001,55.82,5.35,0.39988738398538815
154200000.0,29.1732,55.96,4.42,0.3626238516865619
154300000.0,28.4269,61.19,1.88,0.3452531763704066
154400000.0,29.5656,53.3,8.21,0.3285417850469938
154500000.0,26.6759,52.46,2.59,0.3726138437876704
154600000.0,27.875,55.24,5.42,0.34356906076734023
154700000.0,27.09800000000001,58.18,2.74,0.4574235783651126
154800000.0,29.825,54.08,3.63,0.4146941166879535
154900000.0,30.7339,54.49,2.79,0.5776282737738694
155000000.0,32.1275,57.61,4.8,0.3471940650537527
155100000.0,32.4528,57.29,2.77,0.3793419307373578
155200000.0,31.9215,54.76,4.66,0.36594893326990396
155300000.0,31.6292,54.41,5.15,0.4371703055475936
155400000.0,30.6083,56.83,5.39,0.4325196006770537
155500000.0,32.3934,56.57,4.83,0.3740679104048396
155600000.0,31.3188,55.8,4.33,0.4886368431050093
155700000.0,32.9726,56.39,2.8,0.2644169015267392
155800000.0,31.1624,54.82,4.23,0.4323638345287033
155900000.0,29.8819,56.75,10.72,0.3562666204837301
156000000.0,29.7121,54.54,3.15,0.5356516481269762
156100000.0,28.6334,57.81,2.83,0.5125498669446162
156200000.0,28.9749,55.88,6.29,0.3487541922648725
156300000.0,27.910100000000003,56.34,5.2,0.3529223723815428
156400000.0,24.4717,58.23,3.71,0.5628997210029733
156500000.0,24.2875,52.47,5.0,0.34042920953956946
156600000.0,27.5746,57.95,6.01,0.2899606663489262
156700000.0,25.5267,57.36,2.73,0.3651597319796428
156800000.0,26.3219,58.61,3.34,0.33474599160168805
156900000.0,29.5224,55.61,3.66,0.5052617561708908
157000000.0,27.6902,55.86,3.09,0.4362909797932484
157100000.0,29.5923,56.77,3.66,0.4290738791791348
157200000.0,28.0943,55.56,9.4,0.4143201956002206
157300000.0,30.1285,56.44,1.32,0.4073528750298697
157400000.0,29.4813,58.65,5.22,0.42683052246833203
157500000.0,26.8847,53.66,3.43,0.4902510001308929
157600000.0,28.238000000000003,57.35,3.35,0.4907569618570439
157700000.0,28.8339,55.93,5.69,0.4934876447789517
157800000.0,28.18320000000001,59.84,4.02,0.3566473825730226
157900000.0,30.2312,57.14,7.65,0.3267888844229404
158000000.0,30.9845,57.08,1.98,0.3835748535667322
158100000.0,28.7891,58.75,2.62,0.32770774350319537
158200000.0,31.0371,67.89,12.15,0.4070208379410533
158300000.0,28.7842,52.22,8.02,0.6372794359435634
158400000.0,29.8238,55.27,1.56,0.3777376212612957
158500000.0,29.5156,53.92,9.05,0.35405377294004864
158600000.0,29.292600000000004,56.17,6.32,0.4677283295659509
158700000.0,28.2615,58.93,2.07,0.36382323405145656
158800000.0,28.729,55.63,6.55,0.5139531637657985
158900000.0,29.4767,57.49,3.3,0.33948120905043044
159000000.0,28.548,55.87,2.68,0.3352641343014612
159100000.0,29.3177,57.26,2.73,0.4909212128686855
159200000.0,28.7718,55.12,1.9,0.4770598280910315
159300000.0,28.9922,55.3,1.75,0.4854229826540221
159400000.0,27.9953,56.7,3.02,0.4818873292723153
159500000.0,31.9188,56.97,1.83,0.3526166563905157
159600000.0,30.1025,56.61,2.84,0.3916895460935574
159700000.0,29.2422,56.91,3.57,0.3351229010622259
159800000.0,30.3721,56.77,1.78,0.3424451937096873
159900000.0,29.5189,55.37,2.32,0.3481809150622533
160000000.0,29.362800000000004,56.64,9.81,0.5176172075413156
160100000.0,29.5606,55.91,8.5,0.4173816259094037
160200000.0,24.32360000000001,54.92,3.56,0.4374428822445468
160300000.0,26.7337,56.67,1.38,0.35582468633454195
160400000.0,27.282,57.25,6.53,0.3656044320591219
160500000.0,26.6862,52.9,4.11,0.339960452022504
160600000.0,26.8473,52.3,5.04,0.3608390653757577
160700000.0,28.5171,52.22,6.6,0.5455826634823738
160800000.0,24.6137,49.58,2.54,0.3766688134804268
160900000.0,25.756999999999998,53.55,2.67,0.33936196414199776
161000000.0,25.5063,53.32,8.2,0.517173614707774
161100000.0,27.646,52.52,2.37,0.2835405993090647
161200000.0,26.36780000000001,57.67,3.5,0.3635416621231808
161300000.0,26.8333,53.9,8.02,0.3148487675452598
161400000.0,28.8008,59.85,5.32,0.5250820431447834
161500000.0,26.4959,54.68,2.86,0.3305013044651283
161600000.0,29.3057,53.67,3.26,0.3015914783910701
161700000.0,29.566,53.31,5.3,0.4460323708766628
161800000.0,29.8316,59.63,4.11,0.3572762108788861
161900000.0,27.9234,55.13,2.74,0.4519132889218342
162000000.0,31.3822,55.38,5.74,0.3015704593789127
162100000.0,29.4265,56.15,3.66,0.3577516113816782
162200000.0,30.8933,60.19,2.7,0.6582085572837609
162300000.0,31.4048,67.18,2.96,0.3415300209830844
162400000.0,30.5363,56.01,2.64,0.3667204172540557
162500000.0,31.81900000000001,56.87,10.76,0.4608211227688149
162600000.0,29.304,53.3,5.99,0.3686778332014267
162700000.0,31.3889,55.23,5.43,0.3105927025437139
162800000.0,29.4142,55.26,6.22,0.3382765494951784
162900000.0,29.5489,57.83,5.06,0.3559872607444749
163000000.0,28.76550000000001,57.46,2.77,0.32613468413999863
163100000.0,28.6172,54.6,5.43,0.35406596620067204
163200000.0,31.2833,56.64,2.76,0.3138125852486238
163300000.0,30.9229,63.02,2.73,0.5973384717368991
163400000.0,33.3245,58.28,6.2,0.4044893732158637
163500000.0,30.0414,55.96,7.37,0.6045939694647521
163600000.0,28.8723,59.3,4.21,0.3744666869068932
163700000.0,27.8072,58.77,11.57,0.31862113550112303
163800000.0,32.935700000000004,56.62,6.82,0.29867595951051823
163900000.0,32.5881,59.73,4.47,0.3823206488333413
164000000.0,29.3014,56.42,5.46,0.4148406911019158
164100000.0,29.4396,53.13,6.2,0.3891137795057818
164200000.0,29.5402,63.73,5.57,0.386001936077122
164300000.0,29.4861,57.92,5.03,0.4747546505180057
164400000.0,29.4297,55.91,3.06,0.3233323427125789
164500000.0,31.1247,56.2,4.59,0.4402586921539227
164600000.0,28.8503,57.77,8.62,0.3699295802076214
164700000.0,28.5272,56.9,10.3,0.4878337183075526
164800000.0,27.9425,55.67,8.79,0.4852218669368374
164900000.0,27.4894,65.64,5.14,0.4130409176640773
165000000.0,26.0794,54.07,3.79,0.3371672482134043
165100000.0,28.3913,55.34,5.44,0.3634234779453482
165200000.0,29.9777,67.24,8.11,0.3138395153537104
165300000.0,28.5152,60.8,2.54,0.33269655172294943
165400000.0,28.7238,59.51,3.7,0.3310964023282628
165500000.0,28.0222,60.25,4.74,0.31543264863176945
165600000.0,29.8429,59.15,4.45,0.30911130200844666
165700000.0,31.4336,62.85,11.25,0.32647603683957466
165800000.0,30.8252,62.38,10.41,0.3134913895137963
165900000.0,29.1554,61.0,4.79,0.4646794410402073
166000000.0,29.2436,54.48,10.8,0.3732627745081927
166100000.0,28.6692,56.85,1.56,0.4037042573171207
166200000.0,32.0133,61.22,9.13,0.4140009184955589
166300000.0,28.8698,56.69,5.49,0.4831068619993588
166400000.0,30.6896,60.11,8.72,0.35654366568660434
166500000.0,30.7108,58.81,4.31,0.4475355127583565
166600000.0,28.3377,58.03,7.2,0.3534700642713174
166700000.0,30.6373,64.65,3.07,0.3542446118271592
166800000.0,30.5658,58.96,12.29,0.46908468893183003
166900000.0,29.4295,59.4,3.29,0.4257249160447651
167000000.0,31.6625,59.19,6.33,0.4689143692490201
167100000.0,31.9121,59.85,2.72,0.37352872508000345
167200000.0,32.8188,61.33,6.49,0.5434015655286142
167300000.0,31.4438,62.66,5.3,0.35500036047712563
167400000.0,28.917600000000004,58.37,5.5,0.2933239683921365
167500000.0,30.991799999999998,57.63,2.32,0.33233695416903597
